14,0,13.68,200,-50,0.98,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,2
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,2
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,2
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,2
15,12,0,6,0,1.014,100,1,12,2.4,0,0,0,0,0,0,0,0,0,0,0,2
15,155,0.048,80,-50,1.014,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,2
16,155,25.22,80,-50,1.017,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,2
18,400,137.4,200,-50,1.05,100,1,400,100,0,0,0,0,0,0,0,0,0,0,0,2
21,400,108.2,200,-50,1.05,100,1,400,100,0,0,0,0,0,0,0,0,0,0,0,2
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,2
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,2
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,2
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,2
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,2
22,50,-4.96,16,-10,1.05,100,1,50,10,0,0,0,0,0,0,0,0,0,0,0,2
23,155,31.79,80,-50,1.05,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,2
23,155,31.79,80,-50,1.05,100,1,155,54.3,0,0,0,0,0,0,0,0,0,0,0,2
23,350,71.78,150,-25,1.05,100,1,350,140,0,0,0,0,0,0,0,0,0,0,0,2
2,150,10,150,-25,1.05,100,1,350,140,0,0,0,0,0,0,0,0,0,0,0,3
